Year,Rank,Team,W,L,T,PCT,G,AB,H,BA,IP,R,ER,ERA,PO,A,E
2024,162,Cedarville (G-MAC),24,31,0,0.436,51,1260,343,0.272,245.2,195,151,4.3,1032,376,67
2024,163,Maryville (MO) (GLVC),23,30,0,0.434,48,1275,347,0.272,310,233,191,4.31,1069,353,68
2024,164,William Jewell (GLVC),24,32,0,0.429,52,1316,358,0.272,325.1,238,201,4.32,850,399,60
2024,164,Southern Wesleyan (Conference Carolinas),21,28,0,0.429,52,1316,358,0.272,325.1,238,201,4.32,850,399,60
2024,164,Fayetteville St. (CIAA),15,20,0,0.429,52,1316,358,0.272,325.1,238,201,4.32,850,399,60
2024,167,Lee (Gulf South),20,27,0,0.426,54,1446,392,0.271,326.2,245,204,4.37,1044,349,67
2024,168,Henderson St. (GAC),22,30,0,0.423,53,1436,389,0.271,341.2,270,214,4.38,970,418,67
2024,169,Ashland (G-MAC),19,26,0,0.422,56,1488,403,0.271,379,291,239,4.41,806,286,53
2024,170,Sioux Falls (NSIC),20,28,0,0.417,48,1256,340,0.271,324,270,206,4.45,926,433,66
2024,170,Chaminade (PacWest),15,21,0,0.417,48,1256,340,0.271,324,270,206,4.45,926,433,66
2024,172,Rockhurst (GLVC),17,24,0,0.415,46,1261,341,0.27,344.2,276,220,4.47,828,356,58
2024,173,Biola (PacWest),19,27,0,0.413,52,1398,378,0.27,288,256,185,4.5,1018,451,72
2024,174,Lock Haven (PSAC),18,26,0,0.409,34,903,244,0.27,289,243,186,4.51,905,296,59
2024,175,Augusta (Peach Belt),20,29,0,0.408,42,1103,298,0.27,330,289,213,4.52,926,336,62
2024,176,Stanislaus St. (CCAA),19,28,0,0.404,44,1168,315,0.27,323.1,264,209,4.52,811,326,56
2024,177,Mercyhurst (PSAC),18,27,0,0.4,47,1254,338,0.27,340.1,253,221,4.55,1034,387,70
2024,177,Queens (NY) (ECC),18,27,0,0.4,47,1254,338,0.27,340.1,253,221,4.55,1034,387,70
2024,179,Jefferson (CACC),13,20,0,0.394,46,1233,332,0.269,311,243,203,4.57,873,329,60
2024,180,West Virginia St. (MEC),20,31,0,0.392,38,996,268,0.269,320.2,244,211,4.61,852,384,62
2024,181,Newman (Mid-America Intercollegiate),21,33,0,0.389,53,1420,382,0.269,268.2,207,178,4.64,1125,406,77
2024,182,Cal St. Monterey Bay (CCAA),19,30,0,0.388,46,1187,319,0.269,352,284,235,4.67,976,367,68
2024,182,Felician (CACC),19,30,0,0.388,46,1187,319,0.269,352,284,235,4.67,976,367,68
2024,184,CSU Pueblo (RMAC),22,35,0,0.386,55,1427,383,0.268,352,291,238,4.73,803,339,58
2024,185,Southwest Baptist (GLVC),19,31,0,0.38,49,1294,346,0.267,335.2,261,228,4.75,989,389,70
2024,186,West Ga. (Gulf South),20,33,0,0.377,43,1194,319,0.267,339.1,302,231,4.77,1179,388,80
2024,187,Christian Brothers (Gulf South),18,30,0,0.375,45,1206,322,0.267,290.1,270,198,4.77,737,353,56
2024,188,Southwest Minn. St. (NSIC),19,32,0,0.373,58,1526,406,0.266,260.2,216,178,4.78,1063,302,71
2024,188,UC-Colo. Springs (RMAC),19,32,0,0.373,58,1526,406,0.266,260.2,216,178,4.78,1063,302,71
2024,190,West Liberty (MEC),20,34,0,0.37,55,1474,391,0.265,307.1,252,211,4.81,953,382,70
2024,191,Walsh (G-MAC),17,29,0,0.37,50,1273,337,0.265,260.1,224,179,4.81,908,350,66
2024,192,Neb.-Kearney (Mid-America Intercollegiate),18,31,0,0.367,33,836,221,0.264,246.2,223,170,4.82,981,222,64
2024,193,Kentucky St. (SIAC),15,26,0,0.366,49,1261,333,0.264,307.2,251,213,4.85,1058,467,82
2024,193,Palm Beach Atl. (Sunshine State),15,26,0,0.366,49,1261,333,0.264,307.2,251,213,4.85,1058,467,82
2024,195,UNC Pembroke (Conference Carolinas),19,33,0,0.365,26,508,134,0.264,326,270,226,4.85,858,214,58
2024,195,Wis.-Parkside (GLIAC),19,33,0,0.365,26,508,134,0.264,326,270,226,4.85,858,214,58
2024,197,Central Wash. (Great Northwest),17,30,0,0.362,49,1253,330,0.263,284,254,198,4.88,886,329,66
2024,197,Fort Lewis (RMAC),17,30,0,0.362,49,1253,330,0.263,284,254,198,4.88,886,329,66
2024,197,Wayne St. (MI) (GLIAC),17,30,0,0.362,49,1253,330,0.263,284,254,198,4.88,886,329,66
2024,200,Bluefield St. (CIAA),13,24,0,0.351,44,1078,283,0.263,330.1,274,236,5,1031,300,73
